variant,gene,type,level of evidence,chemicals,phenotypes,Entry,Entry name,Protein names,Gene names,Protein families,Gene names  (primary ),rsID,gnomAD_AF,consequence,SequenceNumber,naa,oaa
rs201376588,ADRA2A,Efficacy,3,dexmedetomidine,"Pain, Postoperative",P08913,ADA2A_HUMAN,Alpha-2A adrenergic receptor (Alpha-2 adrenergic receptor subtype C10) (Alpha-2A adrenoreceptor) (Alpha-2A adrenoceptor) (Alpha-2AAR),ADRA2A ADRA2R ADRAR,"G-protein coupled receptor 1 family, Adrenergic receptor subfamily, ADRA2A sub-subfamily",ADRA2A,rs201376588,0.0,"['missense', 'regulatory']",3.0,C,R
rs1414334,HTR2C,Toxicity,3,olanzapine,Mental Disorders,P28335,5HT2C_HUMAN,5-hydroxytryptamine receptor 2C (5-HT-2C) (5-HT2C) (5-HTR2C) (5-hydroxytryptamine receptor 1C) (5-HT-1C) (5-HT1C) (Serotonin receptor 2C),HTR2C HTR1C,G-protein coupled receptor 1 family,HTR2C,rs1414334,0.212798,"['upstream', 'intron']",,,
rs1414334,HTR2C,Toxicity,3,clozapine,"Metabolic Syndrome,Schizophrenia",P28335,5HT2C_HUMAN,5-hydroxytryptamine receptor 2C (5-HT-2C) (5-HT2C) (5-HTR2C) (5-hydroxytryptamine receptor 1C) (5-HT-1C) (5-HT1C) (Serotonin receptor 2C),HTR2C HTR1C,G-protein coupled receptor 1 family,HTR2C,rs1414334,0.212798,"['upstream', 'intron']",,,
rs1414334,HTR2C,Toxicity,3,risperidone,Metabolic Syndrome,P28335,5HT2C_HUMAN,5-hydroxytryptamine receptor 2C (5-HT-2C) (5-HT2C) (5-HTR2C) (5-hydroxytryptamine receptor 1C) (5-HT-1C) (5-HT1C) (Serotonin receptor 2C),HTR2C HTR1C,G-protein coupled receptor 1 family,HTR2C,rs1414334,0.212798,"['upstream', 'intron']",,,
rs3813929,HTR2C,Toxicity,3,antipsychotics,Mental Disorders,P28335,5HT2C_HUMAN,5-hydroxytryptamine receptor 2C (5-HT-2C) (5-HT2C) (5-HTR2C) (5-hydroxytryptamine receptor 1C) (5-HT-1C) (5-HT1C) (Serotonin receptor 2C),HTR2C HTR1C,G-protein coupled receptor 1 family,HTR2C,rs3813929,0.129501,upstream_transcript_variant,,,
rs3813929,HTR2C,Toxicity,3,olanzapine,"Mental Disorders,Schizophrenia",P28335,5HT2C_HUMAN,5-hydroxytryptamine receptor 2C (5-HT-2C) (5-HT2C) (5-HTR2C) (5-hydroxytryptamine receptor 1C) (5-HT-1C) (5-HT1C) (Serotonin receptor 2C),HTR2C HTR1C,G-protein coupled receptor 1 family,HTR2C,rs3813929,0.129501,upstream_transcript_variant,,,
rs3813929,HTR2C,Toxicity,3,risperidone,"Mental Disorders,Schizophrenia",P28335,5HT2C_HUMAN,5-hydroxytryptamine receptor 2C (5-HT-2C) (5-HT2C) (5-HTR2C) (5-hydroxytryptamine receptor 1C) (5-HT-1C) (5-HT1C) (Serotonin receptor 2C),HTR2C HTR1C,G-protein coupled receptor 1 family,HTR2C,rs3813929,0.129501,upstream_transcript_variant,,,
rs3813929,HTR2C,Toxicity,3,clozapine,"Mental Disorders,Schizophrenia",P28335,5HT2C_HUMAN,5-hydroxytryptamine receptor 2C (5-HT-2C) (5-HT2C) (5-HTR2C) (5-hydroxytryptamine receptor 1C) (5-HT-1C) (5-HT1C) (Serotonin receptor 2C),HTR2C HTR1C,G-protein coupled receptor 1 family,HTR2C,rs3813929,0.129501,upstream_transcript_variant,,,
rs518147,HTR2C,Toxicity,3,olanzapine,"Schizophrenia,Weight gain",P28335,5HT2C_HUMAN,5-hydroxytryptamine receptor 2C (5-HT-2C) (5-HT2C) (5-HTR2C) (5-hydroxytryptamine receptor 1C) (5-HT-1C) (5-HT1C) (Serotonin receptor 2C),HTR2C HTR1C,G-protein coupled receptor 1 family,HTR2C,rs518147,0.0,"['regulatory', '5_prime_UTR']",,,
rs6318,HTR2C,Toxicity,3,risperidone,"Schizophrenia,Weight gain",P28335,5HT2C_HUMAN,5-hydroxytryptamine receptor 2C (5-HT-2C) (5-HT2C) (5-HTR2C) (5-hydroxytryptamine receptor 1C) (5-HT-1C) (5-HT1C) (Serotonin receptor 2C),HTR2C HTR1C,G-protein coupled receptor 1 family,HTR2C,rs6318,0.192544,missense,23.0,F,C
rs6318,HTR2C,Efficacy,3,escitalopram,neuropathic pain,P28335,5HT2C_HUMAN,5-hydroxytryptamine receptor 2C (5-HT-2C) (5-HT2C) (5-HTR2C) (5-hydroxytryptamine receptor 1C) (5-HT-1C) (5-HT1C) (Serotonin receptor 2C),HTR2C HTR1C,G-protein coupled receptor 1 family,HTR2C,rs6318,0.192544,missense,23.0,F,C
rs2497538,HTR2C,Toxicity,3,olanzapine,Weight gain,P28335,5HT2C_HUMAN,5-hydroxytryptamine receptor 2C (5-HT-2C) (5-HT2C) (5-HTR2C) (5-hydroxytryptamine receptor 1C) (5-HT-1C) (5-HT1C) (Serotonin receptor 2C),HTR2C HTR1C,G-protein coupled receptor 1 family,HTR2C,rs2497538,0.211075,intron,,,
rs3813928,HTR2C,Efficacy,3,risperidone,Autistic Disorder,P28335,5HT2C_HUMAN,5-hydroxytryptamine receptor 2C (5-HT-2C) (5-HT2C) (5-HTR2C) (5-hydroxytryptamine receptor 1C) (5-HT-1C) (5-HT1C) (Serotonin receptor 2C),HTR2C HTR1C,G-protein coupled receptor 1 family,HTR2C,rs3813928,0.123,"['regulatory', 'upstream']",,,
rs130058,HTR1B,Other,3,paroxetine,Depression,P28222,5HT1B_HUMAN,5-hydroxytryptamine receptor 1B (5-HT-1B) (5-HT1B) (S12) (Serotonin 1D beta receptor) (5-HT-1D-beta) (Serotonin receptor 1B),HTR1B HTR1DB,G-protein coupled receptor 1 family,HTR1B,rs130058,0.231155,"['regulatory', '5_prime_UTR']",,,
rs130058,HTR1B,Toxicity,3,"clomipramine,liothyronine,lithium,nefazodone,venlafaxine",Depression,P28222,5HT1B_HUMAN,5-hydroxytryptamine receptor 1B (5-HT-1B) (5-HT1B) (S12) (Serotonin 1D beta receptor) (5-HT-1D-beta) (Serotonin receptor 1B),HTR1B HTR1DB,G-protein coupled receptor 1 family,HTR1B,rs130058,0.231155,"['regulatory', '5_prime_UTR']",,,
rs11568817,HTR1B,Toxicity,3,escitalopram,Anxiety Disorders,P28222,5HT1B_HUMAN,5-hydroxytryptamine receptor 1B (5-HT-1B) (5-HT1B) (S12) (Serotonin 1D beta receptor) (5-HT-1D-beta) (Serotonin receptor 1B),HTR1B HTR1DB,G-protein coupled receptor 1 family,HTR1B,rs11568817,0.365,"['regulatory', '5_prime_UTR']",,,
rs6296,HTR1B,Toxicity,3,citalopram,"Anxiety Disorders,Depressive Disorder, Major",P28222,5HT1B_HUMAN,5-hydroxytryptamine receptor 1B (5-HT-1B) (5-HT1B) (S12) (Serotonin 1D beta receptor) (5-HT-1D-beta) (Serotonin receptor 1B),HTR1B HTR1DB,G-protein coupled receptor 1 family,HTR1B,rs6296,0.268,"['synonymous', 'regulatory']",,,
rs9361233,HTR1B,Efficacy,3,fluoxetine,"Depressive Disorder, Major",P28222,5HT1B_HUMAN,5-hydroxytryptamine receptor 1B (5-HT-1B) (5-HT1B) (S12) (Serotonin 1D beta receptor) (5-HT-1D-beta) (Serotonin receptor 1B),HTR1B HTR1DB,G-protein coupled receptor 1 family,HTR1B,rs9361233,0.331,"['regulatory', 'downstream']",,,
rs11872992,MC4R,,3,"clozapine,olanzapine",Schizophrenia,P32245,MC4R_HUMAN,Melanocortin receptor 4 (MC4-R),MC4R,G-protein coupled receptor 1 family,MC4R,rs11872992,0.12,upstream,,,
rs17782313,MC4R,Toxicity,3,antipsychotics,Weight gain,P32245,MC4R_HUMAN,Melanocortin receptor 4 (MC4-R),MC4R,G-protein coupled receptor 1 family,MC4R,rs17782313,0.235,intergenic,,,
rs17782313,MC4R,Toxicity,3,paliperidone,Weight gain,P32245,MC4R_HUMAN,Melanocortin receptor 4 (MC4-R),MC4R,G-protein coupled receptor 1 family,MC4R,rs17782313,0.235,intergenic,,,
rs17782313,MC4R,Toxicity,3,quetiapine,Weight gain,P32245,MC4R_HUMAN,Melanocortin receptor 4 (MC4-R),MC4R,G-protein coupled receptor 1 family,MC4R,rs17782313,0.235,intergenic,,,
rs17782313,MC4R,Toxicity,3,risperidone,Weight gain,P32245,MC4R_HUMAN,Melanocortin receptor 4 (MC4-R),MC4R,G-protein coupled receptor 1 family,MC4R,rs17782313,0.235,intergenic,,,
rs17782313,MC4R,Toxicity,3,amisulpride,Weight gain,P32245,MC4R_HUMAN,Melanocortin receptor 4 (MC4-R),MC4R,G-protein coupled receptor 1 family,MC4R,rs17782313,0.235,intergenic,,,
rs489693,MC4R,Toxicity,3,antipsychotics,Weight gain,P32245,MC4R_HUMAN,Melanocortin receptor 4 (MC4-R),MC4R,G-protein coupled receptor 1 family,MC4R,rs489693,0.324241,intergenic,,,
rs489693,MC4R,Efficacy,3,paliperidone,Weight gain,P32245,MC4R_HUMAN,Melanocortin receptor 4 (MC4-R),MC4R,G-protein coupled receptor 1 family,MC4R,rs489693,0.324241,intergenic,,,
rs489693,MC4R,Toxicity,3,haloperidol,"Hypertriglyceridemia,schizoaffective disorder,Schizophrenia,Weight gain",P32245,MC4R_HUMAN,Melanocortin receptor 4 (MC4-R),MC4R,G-protein coupled receptor 1 family,MC4R,rs489693,0.324241,intergenic,,,
rs489693,MC4R,Toxicity,3,quetiapine,"Hypertriglyceridemia,schizoaffective disorder,Schizophrenia,Weight gain",P32245,MC4R_HUMAN,Melanocortin receptor 4 (MC4-R),MC4R,G-protein coupled receptor 1 family,MC4R,rs489693,0.324241,intergenic,,,
rs489693,MC4R,Toxicity,3,risperidone,Weight gain,P32245,MC4R_HUMAN,Melanocortin receptor 4 (MC4-R),MC4R,G-protein coupled receptor 1 family,MC4R,rs489693,0.324241,intergenic,,,
rs489693,MC4R,Toxicity,3,amisulpride,"Hypertriglyceridemia,Weight gain",P32245,MC4R_HUMAN,Melanocortin receptor 4 (MC4-R),MC4R,G-protein coupled receptor 1 family,MC4R,rs489693,0.324241,intergenic,,,
rs489693,MC4R,Toxicity,3,aripiprazole,Weight gain,P32245,MC4R_HUMAN,Melanocortin receptor 4 (MC4-R),MC4R,G-protein coupled receptor 1 family,MC4R,rs489693,0.324241,intergenic,,,
rs2268639,GLP1R,,3,"clozapine,olanzapine",Schizophrenia,P43220,GLP1R_HUMAN,Glucagon-like peptide 1 receptor (GLP-1 receptor) (GLP-1-R) (GLP-1R),GLP1R,G-protein coupled receptor 2 family,GLP1R,rs2268639,0.346,intron,,,
rs10305420,GLP1R,Efficacy,3,liraglutide,"Obesity,Polycystic Ovary Syndrome",P43220,GLP1R_HUMAN,Glucagon-like peptide 1 receptor (GLP-1 receptor) (GLP-1-R) (GLP-1R),GLP1R,G-protein coupled receptor 2 family,GLP1R,rs10305420,0.277,"['missense', 'regulatory']",7.0,L,P
rs6923761,GLP1R,Efficacy,3,liraglutide,"Obesity,Polycystic Ovary Syndrome",P43220,GLP1R_HUMAN,Glucagon-like peptide 1 receptor (GLP-1 receptor) (GLP-1-R) (GLP-1R),GLP1R,G-protein coupled receptor 2 family,GLP1R,rs6923761,3.19e-05,missense,168.0,R,G
rs6923761,GLP1R,Efficacy,3,"sitagliptin,vildagliptin","Diabetes Mellitus, Type 2",P43220,GLP1R_HUMAN,Glucagon-like peptide 1 receptor (GLP-1 receptor) (GLP-1-R) (GLP-1R),GLP1R,G-protein coupled receptor 2 family,GLP1R,rs6923761,3.19e-05,missense,168.0,R,G
rs2236861,OPRD1,Other,3,opioids,Opioid-Related Disorders,P41143,OPRD_HUMAN,Delta-type opioid receptor (D-OR-1) (DOR-1),OPRD1 OPRD,G-protein coupled receptor 1 family,OPRD1,rs2236861,0.200032,intron_variant,,,
rs2236861,OPRD1,Toxicity,4,heroin,Heroin Dependence,P41143,OPRD_HUMAN,Delta-type opioid receptor (D-OR-1) (DOR-1),OPRD1 OPRD,G-protein coupled receptor 1 family,OPRD1,rs2236861,0.200032,intron_variant,,,
rs4654327,OPRD1,Efficacy,3,naltrexone,Alcoholism,P41143,OPRD_HUMAN,Delta-type opioid receptor (D-OR-1) (DOR-1),OPRD1 OPRD,G-protein coupled receptor 1 family,OPRD1,rs4654327,0.47,"['upstream', '3_prime_UTR']",,,
rs4654327,OPRD1,Toxicity,3,heroin,Heroin Dependence,P41143,OPRD_HUMAN,Delta-type opioid receptor (D-OR-1) (DOR-1),OPRD1 OPRD,G-protein coupled receptor 1 family,OPRD1,rs4654327,0.47,"['upstream', '3_prime_UTR']",,,
rs529520,OPRD1,Efficacy,3,buprenorphine,Opioid-Related Disorders,P41143,OPRD_HUMAN,Delta-type opioid receptor (D-OR-1) (DOR-1),OPRD1 OPRD,G-protein coupled receptor 1 family,OPRD1,rs529520,0.478226,intron,,,
rs2298897,OPRD1,Toxicity,3,heroin,Heroin Dependence,P41143,OPRD_HUMAN,Delta-type opioid receptor (D-OR-1) (DOR-1),OPRD1 OPRD,G-protein coupled receptor 1 family,OPRD1,rs2298897,0.292,intron,,,
rs2236855,OPRD1,Toxicity,3,heroin,Heroin Dependence,P41143,OPRD_HUMAN,Delta-type opioid receptor (D-OR-1) (DOR-1),OPRD1 OPRD,G-protein coupled receptor 1 family,OPRD1,rs2236855,0.27547,intron,,,
rs678849,OPRD1,Toxicity,3,cocaine,Cocaine-Related Disorders,P41143,OPRD_HUMAN,Delta-type opioid receptor (D-OR-1) (DOR-1),OPRD1 OPRD,G-protein coupled receptor 1 family,OPRD1,rs678849,0.439,intron,,,
rs678849,OPRD1,Efficacy,3,methadone,Opioid-Related Disorders,P41143,OPRD_HUMAN,Delta-type opioid receptor (D-OR-1) (DOR-1),OPRD1 OPRD,G-protein coupled receptor 1 family,OPRD1,rs678849,0.439,intron,,,
rs678849,OPRD1,Efficacy,3,buprenorphine,Opioid-Related Disorders,P41143,OPRD_HUMAN,Delta-type opioid receptor (D-OR-1) (DOR-1),OPRD1 OPRD,G-protein coupled receptor 1 family,OPRD1,rs678849,0.439,intron,,,
rs508448,OPRD1,Other,3,heroin,Heroin Dependence,P41143,OPRD_HUMAN,Delta-type opioid receptor (D-OR-1) (DOR-1),OPRD1 OPRD,G-protein coupled receptor 1 family,OPRD1,rs508448,0.484,intron,,,
rs2234918,OPRD1,Toxicity,3,"buprenorphine,fentanyl,tramadol","Opioid-Related Disorders,Sexual Dysfunctions, Psychological",P41143,OPRD_HUMAN,Delta-type opioid receptor (D-OR-1) (DOR-1),OPRD1 OPRD,G-protein coupled receptor 1 family,OPRD1,rs2234918,0.499,"['synonymous', 'upstream']",,,
rs581111,OPRD1,Efficacy,3,oxycodone,,P41143,OPRD_HUMAN,Delta-type opioid receptor (D-OR-1) (DOR-1),OPRD1 OPRD,G-protein coupled receptor 1 family,OPRD1,rs581111,0.372,intron_variant,,,
rs581111,OPRD1,Efficacy,4,buprenorphine,Opioid-Related Disorders,P41143,OPRD_HUMAN,Delta-type opioid receptor (D-OR-1) (DOR-1),OPRD1 OPRD,G-protein coupled receptor 1 family,OPRD1,rs581111,0.372,intron_variant,,,
rs204047,OPRD1,Dosage,3,methadone,,P41143,OPRD_HUMAN,Delta-type opioid receptor (D-OR-1) (DOR-1),OPRD1 OPRD,G-protein coupled receptor 1 family,OPRD1,rs204047,0.199451,intron_variant,,,
rs204047,OPRD1,Metabolism/PK,3,methadone,,P41143,OPRD_HUMAN,Delta-type opioid receptor (D-OR-1) (DOR-1),OPRD1 OPRD,G-protein coupled receptor 1 family,OPRD1,rs204047,0.199451,intron_variant,,,
rs797397,OPRD1,Metabolism/PK,3,methadone,,P41143,OPRD_HUMAN,Delta-type opioid receptor (D-OR-1) (DOR-1),OPRD1 OPRD,G-protein coupled receptor 1 family,OPRD1,rs797397,0.445,intron,,,
rs2236857,OPRD1,Toxicity,3,heroin,Heroin Dependence,P41143,OPRD_HUMAN,Delta-type opioid receptor (D-OR-1) (DOR-1),OPRD1 OPRD,G-protein coupled receptor 1 family,OPRD1,rs2236857,0.283,intron,,,
rs3766951,OPRD1,Toxicity,3,heroin,Heroin Dependence,P41143,OPRD_HUMAN,Delta-type opioid receptor (D-OR-1) (DOR-1),OPRD1 OPRD,G-protein coupled receptor 1 family,OPRD1,rs3766951,0.351,intron,,,
rs6454674,CNR1,Other,3,cocaine,Cocaine-Related Disorders,P21554,CNR1_HUMAN,Cannabinoid receptor 1 (CB-R) (CB1) (CANN6),CNR1 CNR,G-protein coupled receptor 1 family,CNR1,rs6454674,0.325,intron,,,
rs806368,CNR1,Other,3,cocaine,Cocaine-Related Disorders,P21554,CNR1_HUMAN,Cannabinoid receptor 1 (CB-R) (CB1) (CANN6),CNR1 CNR,G-protein coupled receptor 1 family,CNR1,rs806368,0.19,3_prime_UTR_variant,,,
rs806368,CNR1,Dosage,3,methadone,Heroin Dependence,P21554,CNR1_HUMAN,Cannabinoid receptor 1 (CB-R) (CB1) (CANN6),CNR1 CNR,G-protein coupled receptor 1 family,CNR1,rs806368,0.19,3_prime_UTR_variant,,,
rs1049353,CNR1,Toxicity,3,"aripiprazole,clozapine,haloperidol,olanzapine,quetiapine,risperidone","Autism Spectrum Disorder,Psychotic Disorders,Schizophrenia",P21554,CNR1_HUMAN,Cannabinoid receptor 1 (CB-R) (CB1) (CANN6),CNR1 CNR,G-protein coupled receptor 1 family,CNR1,rs1049353,0.199,synonymous,,,
rs806378,CNR1,Toxicity,3,"clozapine,olanzapine,risperidone","Autism Spectrum Disorder,Schizophrenia",P21554,CNR1_HUMAN,Cannabinoid receptor 1 (CB-R) (CB1) (CANN6),CNR1 CNR,G-protein coupled receptor 1 family,CNR1,rs806378,0.208,5_prime_UTR,,,
rs2023239,CNR1,Toxicity,3,opioids,Opioid-Related Disorders,P21554,CNR1_HUMAN,Cannabinoid receptor 1 (CB-R) (CB1) (CANN6),CNR1 CNR,G-protein coupled receptor 1 family,CNR1,rs2023239,0.209,5_prime_UTR,,,
rs6928499,CNR1,Toxicity,3,opioids,Opioid-Related Disorders,P21554,CNR1_HUMAN,Cannabinoid receptor 1 (CB-R) (CB1) (CANN6),CNR1 CNR,G-protein coupled receptor 1 family,CNR1,rs6928499,0.21,upstream,,,
rs646776,CELSR2,Efficacy,3,hmg coa reductase inhibitors,,Q9HCU4,CELR2_HUMAN,Cadherin EGF LAG seven-pass G-type receptor 2 (Cadherin family member 10) (Epidermal growth factor-like protein 2) (EGF-like protein 2) (Flamingo homolog 3) (Multiple epidermal growth factor-like domains protein 3) (Multiple EGF-like domains protein 3),CELSR2 CDHF10 EGFL2 KIAA0279 MEGF3,"G-protein coupled receptor 2 family, LN-TM7 subfamily",CELSR2,rs646776,0.257,"['regulatory', 'downstream', 'downstream']",,,
rs3787430,HRH3,Efficacy,3,risperidone,Schizophrenia,Q9Y5N1,HRH3_HUMAN,Histamine H3 receptor (H3R) (HH3R) (G-protein coupled receptor 97),HRH3 GPCR97,G-protein coupled receptor 1 family,HRH3,rs3787430,0.153,synonymous,,,
rs3787429,HRH3,Efficacy,3,risperidone,Schizophrenia,Q9Y5N1,HRH3_HUMAN,Histamine H3 receptor (H3R) (HH3R) (G-protein coupled receptor 97),HRH3 GPCR97,G-protein coupled receptor 1 family,HRH3,rs3787429,0.439859,synonymous,,,
rs1126510,PTGIR,Toxicity,3,aspirin,Asthma,P43119,PI2R_HUMAN,Prostacyclin receptor (Prostaglandin I2 receptor) (PGI receptor) (PGI2 receptor) (Prostanoid IP receptor),PTGIR PRIPR,G-protein coupled receptor 1 family,PTGIR,rs1126510,0.309,3_prime_UTR,,,
rs1353411,PTGER2,Toxicity,3,aspirin,Asthma,P43116,PE2R2_HUMAN,Prostaglandin E2 receptor EP2 subtype (PGE receptor EP2 subtype) (PGE2 receptor EP2 subtype) (Prostanoid EP2 receptor),PTGER2,G-protein coupled receptor 1 family,PTGER2,rs1353411,0.264,"['regulatory', 'upstream']",,,
rs2075797,PTGER2,Toxicity,3,aspirin,Asthma,P43116,PE2R2_HUMAN,Prostaglandin E2 receptor EP2 subtype (PGE receptor EP2 subtype) (PGE2 receptor EP2 subtype) (Prostanoid EP2 receptor),PTGER2,G-protein coupled receptor 1 family,PTGER2,rs2075797,0.136,"['regulatory', 'upstream']",,,
rs4133101,PTGER4,Toxicity,3,celecoxib,Colorectal Neoplasms,P35408,PE2R4_HUMAN,Prostaglandin E2 receptor EP4 subtype (PGE receptor EP4 subtype) (PGE2 receptor EP4 subtype) (Prostanoid EP4 receptor),PTGER4 PTGER2,G-protein coupled receptor 1 family,PTGER4,rs4133101,0.378,upstream_transcript_variant,,,
rs3758785,GPR83,Efficacy,3,hydrochlorothiazide,Essential hypertension,Q9NYM4,GPR83_HUMAN,Probable G-protein coupled receptor 83 (G-protein coupled receptor 72),GPR83 GPR72 KIAA1540,G-protein coupled receptor 1 family,GPR83,rs3758785,0.228,intron,,,
rs3758785,GPR83,Efficacy,3,candesartan,Essential hypertension,Q9NYM4,GPR83_HUMAN,Probable G-protein coupled receptor 83 (G-protein coupled receptor 72),GPR83 GPR72 KIAA1540,G-protein coupled receptor 1 family,GPR83,rs3758785,0.228,intron,,,
rs2270007,CRHR2,Efficacy,3,citalopram,"Depressive Disorder, Major",Q13324,CRFR2_HUMAN,Corticotropin-releasing factor receptor 2 (CRF-R-2) (CRF-R2) (CRFR-2) (Corticotropin-releasing hormone receptor 2) (CRH-R-2) (CRH-R2),CRHR2 CRF2R CRH2R,G-protein coupled receptor 2 family,CRHR2,rs2270007,0.146,intron,,,
rs2267715,CRHR2,Efficacy,3,"salbutamol,selective beta-2-adrenoreceptor agonists",Asthma,Q13324,CRFR2_HUMAN,Corticotropin-releasing factor receptor 2 (CRF-R-2) (CRF-R2) (CRFR-2) (Corticotropin-releasing hormone receptor 2) (CRH-R-2) (CRH-R2),CRHR2 CRF2R CRH2R,G-protein coupled receptor 2 family,CRHR2,rs2267715,0.479,intron_variant,,,
rs7793837,CRHR2,Efficacy,3,salbutamol,Asthma,Q13324,CRFR2_HUMAN,Corticotropin-releasing factor receptor 2 (CRF-R-2) (CRF-R2) (CRFR-2) (Corticotropin-releasing hormone receptor 2) (CRH-R-2) (CRH-R2),CRHR2 CRF2R CRH2R,G-protein coupled receptor 2 family,CRHR2,rs7793837,0.406,intron_variant,,,
rs255100,CRHR2,Efficacy,4,"salbutamol,selective beta-2-adrenoreceptor agonists",Asthma,Q13324,CRFR2_HUMAN,Corticotropin-releasing factor receptor 2 (CRF-R-2) (CRF-R2) (CRFR-2) (Corticotropin-releasing hormone receptor 2) (CRH-R-2) (CRH-R2),CRHR2 CRF2R CRH2R,G-protein coupled receptor 2 family,CRHR2,rs255100,0.449,"splice,intron",,,
rs2284220,CRHR2,Efficacy,4,"salbutamol,selective beta-2-adrenoreceptor agonists",Asthma,Q13324,CRFR2_HUMAN,Corticotropin-releasing factor receptor 2 (CRF-R-2) (CRF-R2) (CRFR-2) (Corticotropin-releasing hormone receptor 2) (CRH-R-2) (CRH-R2),CRHR2 CRF2R CRH2R,G-protein coupled receptor 2 family,CRHR2,rs2284220,0.153,intron,,,
rs17109924,LGR5,Efficacy,3,fluorouracil,Colonic Neoplasms,O75473,LGR5_HUMAN,Leucine-rich repeat-containing G-protein coupled receptor 5 (G-protein coupled receptor 49) (G-protein coupled receptor 67) (G-protein coupled receptor HG38),LGR5 GPR49 GPR67,G-protein coupled receptor 1 family,LGR5,rs17109924,0.086,"['missense', 'upstream']",666.0,A,V
rs6166,FSHR,Efficacy,3,"follitropin beta,thyrotropin alfa,urofollitropin","Infertility, Female,Ovarian hyperstimulation syndrome",P23945,FSHR_HUMAN,Follicle-stimulating hormone receptor (FSH-R) (Follitropin receptor),FSHR LGR1,"G-protein coupled receptor 1 family, FSH/LSH/TSH subfamily",FSHR,rs6166,0.434,missense,680.0,N,S
rs10423928,GIPR,Toxicity,3,olanzapine,Schizophrenia,P48546,GIPR_HUMAN,Gastric inhibitory polypeptide receptor (GIP-R) (Glucose-dependent insulinotropic polypeptide receptor),GIPR,G-protein coupled receptor 2 family,GIPR,rs10423928,0.186,"['downstream', 'intron']",,,
rs2069062,GRM7,Efficacy,3,risperidone,,Q14831,GRM7_HUMAN,Metabotropic glutamate receptor 7 (mGluR7),GRM7 GPRC1G MGLUR7,G-protein coupled receptor 3 family,GRM7,rs2069062,3.18654e-05,intron_variant,,,
rs1048101,ADRA1A,Efficacy,3,nifedipine,Hypertension,P35348,ADA1A_HUMAN,Alpha-1A adrenergic receptor (Alpha-1A adrenoreceptor) (Alpha-1A adrenoceptor) (Alpha-1C adrenergic receptor) (Alpha-adrenergic receptor 1c),ADRA1A ADRA1C,"G-protein coupled receptor 1 family, Adrenergic receptor subfamily, ADRA1A sub-subfamily",ADRA1A,rs1048101,0.443,missense,347.0,G,C
rs846664,TAS2R16,Toxicity,3,ethanol,Alcoholism,Q9NYV7,T2R16_HUMAN,Taste receptor type 2 member 16 (T2R16),TAS2R16,G-protein coupled receptor T2R family,TAS2R16,rs846664,0.088,synonymous,,,
rs1947275,ADGRL3,Efficacy,3,methylphenidate,Attention Deficit Disorder with Hyperactivity,Q9HAR2,AGRL3_HUMAN,Adhesion G protein-coupled receptor L3 (Calcium-independent alpha-latrotoxin receptor 3) (CIRL-3) (Latrophilin-3) (Lectomedin-3),ADGRL3 KIAA0768 LEC3 LPHN3,"G-protein coupled receptor 2 family, LN-TM7 subfamily",ADGRL3,rs1947275,0.219,intron,,,
rs6813183,ADGRL3,Efficacy,3,methylphenidate,Attention Deficit Disorder with Hyperactivity,Q9HAR2,AGRL3_HUMAN,Adhesion G protein-coupled receptor L3 (Calcium-independent alpha-latrotoxin receptor 3) (CIRL-3) (Latrophilin-3) (Lectomedin-3),ADGRL3 KIAA0768 LEC3 LPHN3,"G-protein coupled receptor 2 family, LN-TM7 subfamily",ADGRL3,rs6813183,0.328,intron_variant,,,
rs1355368,ADGRL3,Efficacy,3,methylphenidate,Attention Deficit Disorder with Hyperactivity,Q9HAR2,AGRL3_HUMAN,Adhesion G protein-coupled receptor L3 (Calcium-independent alpha-latrotoxin receptor 3) (CIRL-3) (Latrophilin-3) (Lectomedin-3),ADGRL3 KIAA0768 LEC3 LPHN3,"G-protein coupled receptor 2 family, LN-TM7 subfamily",ADGRL3,rs1355368,0.383,intron,,,
rs734644,ADGRL3,Efficacy,3,methylphenidate,Attention Deficit Disorder with Hyperactivity,Q9HAR2,AGRL3_HUMAN,Adhesion G protein-coupled receptor L3 (Calcium-independent alpha-latrotoxin receptor 3) (CIRL-3) (Latrophilin-3) (Lectomedin-3),ADGRL3 KIAA0768 LEC3 LPHN3,"G-protein coupled receptor 2 family, LN-TM7 subfamily",ADGRL3,rs734644,0.255,synonymous,,,
rs2271339,ADGRL3,Toxicity,3,nicotine,Tobacco Use Disorder,Q9HAR2,AGRL3_HUMAN,Adhesion G protein-coupled receptor L3 (Calcium-independent alpha-latrotoxin receptor 3) (CIRL-3) (Latrophilin-3) (Lectomedin-3),ADGRL3 KIAA0768 LEC3 LPHN3,"G-protein coupled receptor 2 family, LN-TM7 subfamily",ADGRL3,rs2271339,0.237,intron,,,
rs1456862,ADGRL3,Toxicity,3,nicotine,Tobacco Use Disorder,Q9HAR2,AGRL3_HUMAN,Adhesion G protein-coupled receptor L3 (Calcium-independent alpha-latrotoxin receptor 3) (CIRL-3) (Latrophilin-3) (Lectomedin-3),ADGRL3 KIAA0768 LEC3 LPHN3,"G-protein coupled receptor 2 family, LN-TM7 subfamily",ADGRL3,rs1456862,0.469,intron,,,
