pdb_code,protein,family,species,preferred_chain,resolution,publication_date,type,state,distance,publication,ligands,signalling_protein
3SN6,adrb2_human,001_001_003_008,Homo sapiens,R,3.2,2011-07-20,X-ray diffraction,Active,9.96,https://dx.doi.org/10.1038/NATURE10361,"[{'name': 'BI-167107', 'type': 'small molecule', 'function': 'Agonist'}]","{'type': 'G protein', 'data': {'entity1': {'entry_name': 'gnas2_bovin', 'chain': 'A'}, 'entity2': {'entry_name': 'gbb1_rat', 'chain': 'B'}, 'entity3': {'entry_name': 'gbg2_bovin', 'chain': 'G'}}}"
3PQR,opsd_bovin,001_009_001_001,Bos taurus,A,2.85,2011-03-09,X-ray diffraction,Active,8.57,https://dx.doi.org/10.1038/NATURE09789,"[{'name': 'Retinal (all-trans)', 'type': 'small molecule', 'function': 'Agonist'}]",
5X7D,adrb2_human,001_001_003_008,Homo sapiens,A,2.7,2017-08-16,X-ray diffraction,Inactive,-1.08,https://dx.doi.org/10.1038/NATURE23652,"[{'name': 'Carazolol', 'type': 'small molecule', 'function': 'Antagonist'}, {'name': '4-carbamoyl-N-[(2R)-2-cyclohexyl-2-phenylacetyl]-L-phenylalanyl-3-bromo-N-methyl-L-phenylalaninamide', 'type': 'small molecule', 'function': 'Allosteric antagonist'}]",
4LDE,adrb2_human,001_001_003_008,Homo sapiens,A,2.79,2013-09-25,X-ray diffraction,Active,9.4,https://dx.doi.org/10.1038/NATURE12572,"[{'name': 'BI-167107', 'type': 'small molecule', 'function': 'Agonist'}]",
2Y03,adrb1_melga,001_001_003_007,Meleagris gallopavo,B,2.85,2011-01-12,X-ray diffraction,Inactive,-1.2,https://dx.doi.org/10.1038/NATURE09746,"[{'name': 'Isoprenaline', 'type': 'small molecule', 'function': 'Agonist'}]",
4AMI,adrb1_melga,001_001_003_007,Meleagris gallopavo,A,3.2,2012-05-23,X-ray diffraction,Inactive,-1.16,https://dx.doi.org/10.1016/J.STR.2012.03.014,"[{'name': 'Bucindolol', 'type': 'small molecule', 'function': 'Agonist'}]",
6AK3,pe2r3_human,001_004_008_005,Homo sapiens,B,2.9,2018-12-05,X-ray diffraction,Active,7.57,https://dx.doi.org/10.1038/S41589-018-0171-8,"[{'name': 'Prostaglandin E2', 'type': 'small molecule', 'function': 'Agonist'}]",
6RZ5,cltr1_human,001_004_002_003,Homo sapiens,B,2.53,2019-10-30,X-ray diffraction,Intermediate,6.77,https://dx.doi.org/10.1126/SCIADV.AAX2518,"[{'name': 'Zafirlukast', 'type': 'small molecule', 'function': 'Antagonist'}]",
7DTY,gipr_human,002_001_003_002,Homo sapiens,R,2.98,2021-08-04,Electron microscopy,Active,5.93,https://dx.doi.org/10.7554/ELIFE.68719,"[{'name': 'GIP', 'type': 'peptide', 'function': 'Agonist'}]","{'type': 'G protein', 'data': {'entity1': {'entry_name': 'gnas2_bovin', 'chain': 'A'}, 'entity2': {'entry_name': 'gbb1_rat', 'chain': 'B'}, 'entity3': {'entry_name': 'gbg2_bovin', 'chain': 'G'}}}"
7EVW,fzd7_human,006_001_001_007,Homo sapiens,R,3.22,2021-08-04,Electron microscopy,Active,5.12,https://dx.doi.org/10.1038/S41422-021-00525-6,"[{'name': 'Apo (no ligand)', 'type': 'none', 'function': 'Apo (no ligand)'}]","{'type': 'G protein', 'data': {'entity1': {'entry_name': 'gnas2_human', 'chain': 'A'}, 'entity2': {'entry_name': 'gbb1_human', 'chain': 'B'}, 'entity3': {'entry_name': 'gbg2_human', 'chain': 'C'}}}"
6OFJ,opsd_bovin,001_009_001_001,Bos taurus,A,4.5,2019-08-21,Electron microscopy,Inactive,2.48,https://dx.doi.org/10.1074/JBC.RA119.010089,"[{'name': 'Apo (no ligand)', 'type': 'none', 'function': 'Apo (no ligand)'}]",
7CKY,drd1_human,001_001_004_001,Homo sapiens,R,3.2,2021-03-03,Electron microscopy,Active,8.81,https://dx.doi.org/10.1016/J.CELL.2021.01.028,"[{'name': '6-[4-[3-(Difluoromethoxy)pyridin-2-yl]oxy-2-methylphenyl]-1,5-dimethylpyrimidine-2,4-dione', 'type': 'small molecule', 'function': 'Agonist'}]","{'type': 'G protein', 'data': {'entity1': {'entry_name': 'gnas2_human', 'chain': 'A'}, 'entity2': {'entry_name': 'gbb1_human', 'chain': 'B'}, 'entity3': {'entry_name': 'gbg2_human', 'chain': 'G'}}}"
5C1M,oprm_mouse,001_002_022_003,Mus musculus,A,2.1,2015-08-05,X-ray diffraction,Active,10.99,https://dx.doi.org/10.1038/NATURE14886,"[{'name': 'GTPL9363', 'type': 'small molecule', 'function': 'Agonist'}]",
5ZTY,cnr2_human,001_004_005_002,Homo sapiens,A,2.8,2019-01-30,X-ray diffraction,Inactive,-0.5,https://dx.doi.org/10.1016/J.CELL.2018.12.011,"[{'name': 'AM10257', 'type': 'small molecule', 'function': 'Antagonist'}]",
2Z73,opsd_todpa,001_009_001_001,Todarodes pacificus,A,2.5,2008-05-13,X-ray diffraction,Inactive,-0.27,https://dx.doi.org/10.1038/NATURE06925,"[{'name': 'Retinal (11-cis)', 'type': 'small molecule', 'function': 'Inverse agonist'}]",
5NDD,par2_human,001_002_026_002,Homo sapiens,A,2.8,2017-05-03,X-ray diffraction,Intermediate,7.07,https://dx.doi.org/10.1038/NATURE22309,"[{'name': 'AZ8838', 'type': 'small molecule', 'function': 'Antagonist'}]",
4EJ4,oprd_mouse,001_002_022_001,Mus musculus,A,3.4,2012-05-16,X-ray diffraction,Inactive,-1.23,https://dx.doi.org/10.1038/NATURE11111,"[{'name': 'Naltrindole', 'type': 'small molecule', 'function': 'Antagonist'}]",
5WIU,drd4_human,001_001_004_004,Homo sapiens,A,1.96,2017-10-18,X-ray diffraction,Inactive,-0.97,https://dx.doi.org/10.1126/SCIENCE.AAN5468,"[{'name': 'Nemonapride', 'type': 'small molecule', 'function': 'Antagonist'}]",
4ZUD,agtr1_human,001_002_001_001,Homo sapiens,A,2.8,2015-10-07,X-ray diffraction,Inactive,-0.93,https://dx.doi.org/10.1074/JBC.M115.689000,"[{'name': 'Olmesartan', 'type': 'small molecule', 'function': 'Inverse agonist'}]",
1F88,opsd_bovin,001_009_001_001,Bos taurus,A,2.8,2000-08-04,X-ray diffraction,Inactive,-0.5,https://dx.doi.org/10.1126/SCIENCE.289.5480.739,"[{'name': 'Retinal (11-cis)', 'type': 'small molecule', 'function': 'Inverse agonist'}]",
6HLL,nk1r_human,001_002_029_001,Homo sapiens,A,3.27,2019-01-16,X-ray diffraction,Inactive,1.05,https://dx.doi.org/10.1038/S41467-018-07939-8,"[{'name': 'CP-99,994', 'type': 'small molecule', 'function': 'Antagonist'}]",
6S0L,aa2ar_human,001_006_001_002,Homo sapiens,A,2.65,2020-07-15,X-ray diffraction,Inactive,-0.64,https://dx.doi.org/10.1107/S2052252520011379,"[{'name': 'ZM241385', 'type': 'small molecule', 'function': 'Antagonist'}]",
4Z35,lpar1_human,001_004_003_001,Homo sapiens,A,2.9,2015-06-03,X-ray diffraction,Inactive,-1.3,https://dx.doi.org/10.1016/J.CELL.2015.06.002,"[{'name': 'ONO-9910539', 'type': 'small molecule', 'function': 'Antagonist'}]",
7K15,lt4r1_human,001_004_002_001,Homo sapiens,A,2.88,2021-02-17,X-ray diffraction,Inactive,0.94,,"[{'name': 'N-(tert-butylsulfonyl)-4-fluoro-2-{(3S,4R)-4-hydroxy-3-[(pyridin-2-yl)methyl]-3,4-dihydro-2H-1-benzopyran-7-yl}benzamide', 'type': 'small molecule', 'function': 'Antagonist'}]",
4IB4,5ht2b_human,001_001_001_007,Homo sapiens,A,2.7,2013-03-13,X-ray diffraction,Intermediate,3.08,https://dx.doi.org/10.1126/SCIENCE.1232808,"[{'name': 'Ergotamine', 'type': 'small molecule', 'function': 'Agonist'}]",
5TZY,ffar1_human,001_004_001_001,Homo sapiens,A,3.22,2017-06-07,X-ray diffraction,Intermediate,3.21,https://dx.doi.org/10.1038/NSMB.3417,"[{'name': '(2S,3R)-3-Cyclopropyl-3-[(2R)-2-[1-[(1S)-1-[5-fluoro-2-(trifluoromethoxy)phenyl]ethyl]piperidin-4-yl]-3,4-dihydro-2H-chromen-7-yl]-2-methylpropanoic acid', 'type': 'small molecule', 'function': 'PAM'}, {'name': 'MK-8666', 'type': 'small molecule', 'function': 'Agonist'}]",
6RNK,sucr1_rat,001_008_003_001,Rattus norvegicus,A,1.94,2019-08-14,X-ray diffraction,Intermediate,8.43,https://dx.doi.org/10.1038/S41586-019-1663-8,"[{'name': 'NF-56-EJ40', 'type': 'small molecule', 'function': 'Antagonist'}]",
5WIV,drd4_human,001_001_004_004,Homo sapiens,A,2.14,2017-10-18,X-ray diffraction,Inactive,-0.93,https://dx.doi.org/10.1126/SCIENCE.AAN5468,"[{'name': 'Nemonapride', 'type': 'small molecule', 'function': 'Antagonist'}]",
7CKX,drd1_human,001_001_004_001,Homo sapiens,R,3.54,2021-03-03,Electron microscopy,Active,9.24,https://dx.doi.org/10.1016/J.CELL.2021.01.028,"[{'name': '(1R,3S)-3-(1-adamantyl)-1-(aminomethyl)-3,4-dihydro-1H-isochromene-5,6-diol', 'type': 'small molecule', 'function': 'Agonist'}]","{'type': 'G protein', 'data': {'entity1': {'entry_name': 'gnas2_human', 'chain': 'A'}, 'entity2': {'entry_name': 'gbb1_human', 'chain': 'B'}, 'entity3': {'entry_name': 'gbg2_human', 'chain': 'G'}}}"
4AMJ,adrb1_melga,001_001_003_007,Meleagris gallopavo,B,2.3,2012-05-23,X-ray diffraction,Inactive,-1.01,https://dx.doi.org/10.1016/J.STR.2012.03.014,"[{'name': '(S)-Carvedilol', 'type': 'small molecule', 'function': 'Inverse agonist'}]",
5VEW,glp1r_human,002_001_003_003,Homo sapiens,A,2.7,2017-05-24,X-ray diffraction,Inactive,-5.1,https://dx.doi.org/10.1038/NATURE22378,"[{'name': 'PF-06372222', 'type': 'small molecule', 'function': 'NAM'}]",
7E2X,5ht1a_human,001_001_001_001,Homo sapiens,R,3.0,2021-04-14,Electron microscopy,Active,9.27,https://dx.doi.org/10.1038/S41586-021-03376-8,"[{'name': 'Apo (no ligand)', 'type': 'none', 'function': 'Apo (no ligand)'}]","{'type': 'G protein', 'data': {'entity1': {'entry_name': 'gnai1_human', 'chain': 'A'}, 'entity2': {'entry_name': 'gbb1_human', 'chain': 'B'}, 'entity3': {'entry_name': 'gbg2_human', 'chain': 'G'}}}"
5NDZ,par2_human,001_002_026_002,Homo sapiens,A,3.6,2017-05-03,X-ray diffraction,Intermediate,6.87,https://dx.doi.org/10.1038/NATURE22309,"[{'name': 'AZ3451', 'type': 'small molecule', 'function': 'Allosteric antagonist'}]",
3PBL,drd3_human,001_001_004_003,Homo sapiens,A,2.89,2010-11-03,X-ray diffraction,Inactive,-0.43,https://dx.doi.org/10.1126/SCIENCE.1197410,"[{'name': 'Eticlopride', 'type': 'small molecule', 'function': 'Antagonist'}]",
4PXZ,p2y12_human,001_006_002_006,Homo sapiens,A,2.5,2014-04-30,X-ray diffraction,Intermediate,3.91,https://dx.doi.org/10.1038/NATURE13288,"[{'name': '2-MeSADP', 'type': 'small molecule', 'function': 'Agonist'}]",
6PS1,adrb2_human,001_001_003_008,Homo sapiens,A,3.2,2019-11-13,X-ray diffraction,Inactive,-1.2,https://dx.doi.org/10.1107/S2052252519013137,"[{'name': 'Timolol', 'type': 'small molecule', 'function': 'Antagonist'}]",
4N6H,oprd_human,001_002_022_001,Homo sapiens,A,1.8,2013-12-25,X-ray diffraction,Inactive,-1.54,https://dx.doi.org/10.1038/NATURE12944,"[{'name': 'Naltrindole', 'type': 'small molecule', 'function': 'Antagonist'}]",
3RZE,hrh1_human,001_001_005_001,Homo sapiens,A,3.1,2011-06-15,X-ray diffraction,Inactive,0.45,https://dx.doi.org/10.1038/NATURE10236,"[{'name': 'Doxepin', 'type': 'small molecule', 'function': 'Antagonist'}]",
7CMU,drd3_human,001_001_004_003,Homo sapiens,R,3.0,2021-03-10,Electron microscopy,Active,7.34,https://dx.doi.org/10.1016/J.MOLCEL.2021.01.003,"[{'name': 'Pramipexole', 'type': 'small molecule', 'function': 'Agonist'}]","{'type': 'G protein', 'data': {'entity1': {'entry_name': 'gnai1_human', 'chain': 'A'}, 'entity2': {'entry_name': 'gbb1_human', 'chain': 'B'}, 'entity3': {'entry_name': 'gbg2_human', 'chain': 'C'}}}"
7JOZ,drd1_human,001_001_004_001,Homo sapiens,R,3.8,2021-04-14,X-ray diffraction,Active,9.29,,"[{'name': '6-{4-[(furo[3,2-c]pyridin-4-yl)oxy]-2-methylphenyl}-1,5-dimethylpyrimidine-2,4(1H,3H)-dione', 'type': 'small molecule', 'function': 'Agonist'}]","{'type': 'G protein', 'data': {'entity1': {'entry_name': 'gnas2_human', 'chain': 'A'}, 'entity2': {'entry_name': 'gbb1_human', 'chain': 'B'}, 'entity3': {'entry_name': 'gbg2_human', 'chain': 'G'}}}"
7L0S,ntr1_rat,001_002_021_001,Rattus norvegicus,C,4.5,2021-01-06,Electron microscopy,Active,4.5,,"[{'name': 'neurotensin', 'type': 'peptide', 'function': 'Agonist'}]","{'type': 'G protein', 'data': {'entity1': {'entry_name': 'gnai1_human', 'chain': 'A'}, 'entity2': {'entry_name': 'gbb1_human', 'chain': 'B'}, 'entity3': {'entry_name': 'gbg1_human', 'chain': 'G'}}}"
6CMO,opsd_human,001_009_001_001,Homo sapiens,R,4.5,2018-06-20,Electron microscopy,Active,9.4,https://dx.doi.org/10.1038/S41586-018-0215-Y,"[{'name': 'Apo (no ligand)', 'type': 'none', 'function': 'Apo (no ligand)'}]","{'type': 'G protein', 'data': {'entity1': {'entry_name': 'gnai1_human', 'chain': 'A'}, 'entity2': {'entry_name': 'gbb1_rat', 'chain': 'B'}, 'entity3': {'entry_name': 'gbg2_bovin', 'chain': 'G'}}}"
7CKZ,drd1_human,001_001_004_001,Homo sapiens,R,3.1,2021-03-03,Electron microscopy,Active,8.43,https://dx.doi.org/10.1016/J.CELL.2021.01.028,"[{'name': 'dopamine', 'type': 'small molecule', 'function': 'Agonist'}, {'name': 'Mevidalen', 'type': 'small molecule', 'function': 'PAM'}]","{'type': 'G protein', 'data': {'entity1': {'entry_name': 'gnas2_human', 'chain': 'A'}, 'entity2': {'entry_name': 'gbb1_human', 'chain': 'B'}, 'entity3': {'entry_name': 'gbg2_human', 'chain': 'G'}}}"
5O9H,c5ar1_human,001_002_006_002,Homo sapiens,A,2.7,2018-01-10,X-ray diffraction,Inactive,-1.46,https://dx.doi.org/10.1038/NATURE25025,"[{'name': 'NDT 9513727', 'type': 'small molecule', 'function': 'Antagonist'}]",
6ME2,mtr1a_human,001_005_001_001,Homo sapiens,A,2.8,2019-04-24,X-ray diffraction,Inactive,-0.56,https://dx.doi.org/10.1038/S41586-019-1141-3,"[{'name': 'Ramelteon', 'type': 'small molecule', 'function': 'Agonist'}]",
7F1S,ccr5_human,001_003_002_005,Homo sapiens,R,2.8,2021-07-14,Electron microscopy,Active,9.86,https://dx.doi.org/10.1038/S41467-021-24438-5,"[{'name': 'Apo (no ligand)', 'type': 'none', 'function': 'Apo (no ligand)'}]","{'type': 'G protein', 'data': {'entity1': {'entry_name': 'gnai1_human', 'chain': 'A'}, 'entity2': {'entry_name': 'gbb1_human', 'chain': 'B'}, 'entity3': {'entry_name': 'gbg2_human', 'chain': 'C'}}}"
6LFO,cxcr2_human,001_003_002_012,Homo sapiens,R,3.4,2020-09-02,Electron microscopy,Active,7.78,https://dx.doi.org/10.1038/S41586-020-2492-5,"[{'name': 'Interleukin-8', 'type': 'protein', 'function': 'Agonist'}]","{'type': 'G protein', 'data': {'entity1': {'entry_name': 'gnai1_human', 'chain': 'A'}, 'entity2': {'entry_name': 'gbb1_human', 'chain': 'B'}, 'entity3': {'entry_name': 'gbg2_human', 'chain': 'C'}}}"
4DKL,oprm_mouse,001_002_022_003,Mus musculus,A,2.8,2012-03-21,X-ray diffraction,Inactive,-1.44,https://dx.doi.org/10.1038/NATURE10954,"[{'name': 'Methyl 4-[[(4R,4aS,7R,7aR,12bS)-3-(cyclopropylmethyl)-4a,9-dihydroxy-1,2,4,5,6,7,7a,13-octahydro-4,12-methanobenzofuro[3,2-e]isoquinolin-7-yl]amino]-4-oxobutanoate', 'type': 'small molecule', 'function': 'Antagonist'}]",
6K41,ada2b_human,001_001_003_005,Homo sapiens,R,2.9,2020-04-15,Electron microscopy,Active,9.88,https://dx.doi.org/10.1038/S41589-020-0492-2,"[{'name': 'Dexmedetomidine', 'type': 'small molecule', 'function': 'Agonist'}]","{'type': 'G protein', 'data': {'entity1': {'entry_name': 'gnao_human', 'chain': 'A'}, 'entity2': {'entry_name': 'gbb1_mouse', 'chain': 'B'}, 'entity3': {'entry_name': 'gbg2_human', 'chain': 'G'}}}"
7DW9,v2r_human,001_002_032_003,Homo sapiens,R,2.6,2021-07-21,Electron microscopy,Active,8.47,https://dx.doi.org/10.1038/S41422-021-00480-2,"[{'name': 'CYS-TYR-PHE-GLN-ASN-CYS-PRO-ARG-GLY-NH2', 'type': 'peptide', 'function': 'Agonist'}]","{'type': 'G protein', 'data': {'entity1': {'entry_name': 'gnas2_human', 'chain': 'A'}, 'entity2': {'entry_name': 'gbb1_rat', 'chain': 'B'}, 'entity3': {'entry_name': 'gbg2_bovin', 'chain': 'Y'}}}"
3OE9,cxcr4_human,001_003_002_014,Homo sapiens,A,3.1,2010-10-27,X-ray diffraction,Inactive,-0.65,https://dx.doi.org/10.1126/SCIENCE.1194396,"[{'name': 'IT1t', 'type': 'small molecule', 'function': 'Antagonist'}]",
4GBR,adrb2_human,001_001_003_008,Homo sapiens,A,3.99,2012-10-24,X-ray diffraction,Inactive,-0.55,https://dx.doi.org/10.1371/JOURNAL.PONE.0046039,"[{'name': 'Carazolol', 'type': 'small molecule', 'function': 'Inverse agonist'}]",
6IIV,ta2r_human,001_004_008_009,Homo sapiens,A,3.0,2018-12-19,X-ray diffraction,Intermediate,1.0,https://dx.doi.org/10.1038/S41589-018-0170-9,"[{'name': 'Daltroban', 'type': 'small molecule', 'function': 'Antagonist'}]",
5XR8,cnr1_human,001_004_005_001,Homo sapiens,A,2.95,2017-07-12,X-ray diffraction,Active,7.9,https://dx.doi.org/10.1038/NATURE23272,"[{'name': '(6Ar,9R,10aR)-9-(hydroxymethyl)-3-(8-isothiocyanato-2-methyloctan-2-yl)-6,6-dimethyl-6a,7,8,9,10,10a-hexahydrobenzo[c]chromen-1-ol', 'type': 'small molecule', 'function': 'Agonist'}]",
7DDZ,npy2r_human,001_002_020_002,Homo sapiens,A,2.8,2021-01-27,X-ray diffraction,Inactive,-1.07,,"[{'name': 'JNJ-31020028', 'type': 'small molecule', 'function': 'Antagonist'}]",
5JQH,adrb2_human,001_001_003_008,Homo sapiens,A,3.2,2016-07-13,X-ray diffraction,Inactive,-1.07,https://dx.doi.org/10.1038/NATURE18636,"[{'name': 'Carazolol', 'type': 'small molecule', 'function': 'Inverse agonist'}]",
4NTJ,p2y12_human,001_006_002_006,Homo sapiens,A,2.62,2014-03-26,X-ray diffraction,Intermediate,4.74,https://dx.doi.org/10.1038/NATURE13083,"[{'name': 'AZD1283', 'type': 'small molecule', 'function': 'Antagonist'}]",
7DFL,hrh1_human,001_001_005_001,Homo sapiens,R,3.3,2021-03-31,Electron microscopy,Active,8.77,,"[{'name': 'histamine', 'type': 'small molecule', 'function': 'Agonist'}]","{'type': 'G protein', 'data': {'entity1': {'entry_name': 'gnaq_human', 'chain': 'A'}, 'entity2': {'entry_name': 'gbb1_human', 'chain': 'B'}, 'entity3': {'entry_name': 'gbg2_human', 'chain': 'G'}}}"
4X1H,opsd_bovin,001_009_001_001,Bos taurus,A,2.29,2015-11-04,X-ray diffraction,Active,8.24,https://dx.doi.org/10.1016/J.STR.2015.09.015,"[{'name': 'B-Nonylglucoside', 'type': 'N/A', 'function': 'unknown'}]",
6LFL,cxcr2_human,001_003_002_012,Homo sapiens,A,3.2,2020-09-02,X-ray diffraction,Inactive,-1.81,https://dx.doi.org/10.1038/S41586-020-2492-5,"[{'name': '4-[[3,4-Dioxo-2-[[(1R)-1-(4-propan-2-ylfuran-2-yl)propyl]amino]cyclobuten-1-yl]amino]-3-hydroxy-N,N-dimethylpyridine-2-carboxamide', 'type': 'small molecule', 'function': 'Allosteric antagonist'}]",
5VBL,apj_human,001_002_002_001,Homo sapiens,B,2.6,2017-05-31,X-ray diffraction,Inactive,-0.37,https://dx.doi.org/10.1016/J.STR.2017.04.008,"[{'name': 'AMG3054', 'type': 'peptide', 'function': 'Agonist'}]",
6W25,mc4r_human,001_002_014_004,Homo sapiens,A,2.75,2020-04-29,X-ray diffraction,Intermediate,0.67,https://dx.doi.org/10.1126/SCIENCE.AAZ8995,"[{'name': 'SHU9119', 'type': 'peptide', 'function': 'Antagonist'}, {'name': 'Calcium ion', 'type': 'ion', 'function': 'Cofactor'}]",
7CX2,pe2r2_human,001_004_008_004,Homo sapiens,R,2.8,2021-05-05,Electron microscopy,Active,7.23,https://dx.doi.org/10.1126/SCIADV.ABF1268,"[{'name': 'Prostaglandin E2', 'type': 'small molecule', 'function': 'Agonist'}]","{'type': 'G protein', 'data': {'entity1': {'entry_name': 'gnas2_human', 'chain': 'A'}, 'entity2': {'entry_name': 'gbb1_human', 'chain': 'B'}, 'entity3': {'entry_name': 'gbg2_human', 'chain': 'G'}}}"
6U1N,acm2_human,001_001_002_002,Homo sapiens,R,4.0,2020-02-26,Electron microscopy,Active,6.35,https://dx.doi.org/10.1038/S41586-020-1954-0,"[{'name': '2CU', 'type': 'small molecule', 'function': 'Agonist'}]","{'type': 'Arrestin', 'data': {'entity1': {'entry_name': 'arrb1_rat', 'chain': 'C'}}}"
6TPK,oxyr_human,001_002_032_004,Homo sapiens,A,3.2,2020-08-05,X-ray diffraction,Inactive,0.2,https://dx.doi.org/10.1126/SCIADV.ABB5419,"[{'name': 'Retosiban', 'type': 'small molecule', 'function': 'Antagonist'}]",
5T1A,ccr2_human,001_003_002_002,Homo sapiens,A,2.81,2016-12-14,X-ray diffraction,Inactive,1.66,https://dx.doi.org/10.1038/NATURE20605,"[{'name': 'GTPL9431', 'type': 'small molecule', 'function': 'Allosteric antagonist'}, {'name': 'BMS-681', 'type': 'small molecule', 'function': 'Antagonist'}]",
6WWZ,ccr6_human,001_003_002_006,Homo sapiens,R,3.34,2020-06-24,Electron microscopy,Active,7.33,https://dx.doi.org/10.1038/S41467-020-16820-6,"[{'name': 'CCL20', 'type': 'protein', 'function': 'Agonist'}]","{'type': 'G protein', 'data': {'entity1': {'entry_name': 'gnao_human', 'chain': 'A'}, 'entity2': {'entry_name': 'gbb1_rat', 'chain': 'B'}, 'entity3': {'entry_name': 'gbg2_mouse', 'chain': 'Y'}}}"
4IAR,5ht1b_human,001_001_001_002,Homo sapiens,A,2.7,2013-03-13,X-ray diffraction,Inactive,4.22,https://dx.doi.org/10.1126/SCIENCE.1232807,"[{'name': 'Ergotamine', 'type': 'small molecule', 'function': 'Agonist'}]",
6TQ4,ox1r_human,001_002_023_001,Homo sapiens,B,2.3,2020-01-01,X-ray diffraction,Inactive,-1.15,https://dx.doi.org/10.1021/ACS.JMEDCHEM.9B01787,"[{'name': '2-[1-(phenylsulfonyl)-1,8-diazaspiro[4.5]decan-8-yl]-1,3-benzoxazole', 'type': 'small molecule', 'function': 'Antagonist'}]",
4BUO,ntr1_rat,001_002_021_001,Rattus norvegicus,A,2.75,2014-01-29,X-ray diffraction,Inactive,0.57,https://dx.doi.org/10.1073/PNAS.1317903111,"[{'name': 'neurotensin', 'type': 'peptide', 'function': 'Agonist'}]",
6X18,glp1r_human,002_001_003_003,Homo sapiens,R,2.1,2020-09-09,Electron microscopy,Active,6.4,https://dx.doi.org/10.1101/2020.08.16.252585,"[{'name': 'GLP-1', 'type': 'peptide', 'function': 'Agonist'}]","{'type': 'G protein', 'data': {'entity1': {'entry_name': 'gnas2_human', 'chain': 'A'}, 'entity2': {'entry_name': 'gbb1_human', 'chain': 'B'}, 'entity3': {'entry_name': 'gbg2_human', 'chain': 'G'}}}"
7L1V,ox2r_human,001_002_023_002,Homo sapiens,R,3.0,2021-02-10,Electron microscopy,Active,7.0,https://dx.doi.org/10.1038/S41467-021-21087-6,"[{'name': ""4'-Methoxy-N,N-dimethyl-3'-{[3-(2-{[2-(2H-1,2,3-triazol-2-yl)benzene-1-carbonyl]amino}ethyl)phenyl]sulfamoyl}[1,1'-biphenyl]-3-carboxamide"", 'type': 'small molecule', 'function': 'Agonist'}]","{'type': 'G protein', 'data': {'entity1': {'entry_name': 'gnas2_human', 'chain': 'A'}, 'entity2': {'entry_name': 'gbb1_human', 'chain': 'B'}, 'entity3': {'entry_name': 'gbg2_human', 'chain': 'C'}}}"
7E33,5ht1e_human,001_001_001_004,Homo sapiens,R,2.9,2021-04-14,Electron microscopy,Active,9.7,https://dx.doi.org/10.1038/S41586-021-03376-8,"[{'name': '3-(1-Methylpiperidin-4-yl)-1H-indol-5-ol', 'type': 'small molecule', 'function': 'Agonist'}]","{'type': 'G protein', 'data': {'entity1': {'entry_name': 'gnai1_human', 'chain': 'A'}, 'entity2': {'entry_name': 'gbb1_human', 'chain': 'B'}, 'entity3': {'entry_name': 'gbg2_human', 'chain': 'G'}}}"
4XNW,p2ry1_human,001_006_002_001,Homo sapiens,A,2.7,2015-04-01,X-ray diffraction,Intermediate,5.2,https://dx.doi.org/10.1038/NATURE14287,"[{'name': 'MRS2500', 'type': 'small molecule', 'function': 'Antagonist'}]",
6WJC,acm1_human,001_001_002_001,Homo sapiens,A,2.55,2020-07-08,X-ray diffraction,Inactive,-1.07,https://dx.doi.org/10.1126/SCIENCE.AAX2517,"[{'name': 'Hyoscyamine', 'type': 'small molecule', 'function': 'Antagonist'}, {'name': 'Muscarinic toxin 7', 'type': 'peptide', 'function': 'NAM'}]",
7EXD,5ht1f_human,001_001_001_005,Homo sapiens,R,3.4,2021-08-04,Electron microscopy,Active,8.47,https://dx.doi.org/10.1038/S41422-021-00527-4,"[{'name': 'Lasmiditan', 'type': 'small molecule', 'function': 'Agonist'}]","{'type': 'G protein', 'data': {'entity1': {'entry_name': 'gnai1_human', 'chain': 'A'}, 'entity2': {'entry_name': 'gbb1_human', 'chain': 'B'}, 'entity3': {'entry_name': 'gbg2_human', 'chain': 'G'}}}"
7D7M,pe2r4_human,001_004_008_006,Homo sapiens,A,3.3,2020-11-18,Electron microscopy,Active,6.36,,"[{'name': 'Prostaglandin E2', 'type': 'small molecule', 'function': 'Agonist'}]","{'type': 'G protein', 'data': {'entity1': {'entry_name': 'gnas2_human', 'chain': 'D'}, 'entity2': {'entry_name': 'gbb1_human', 'chain': 'B'}, 'entity3': {'entry_name': 'gbg2_human', 'chain': 'C'}}}"
4UHR,aa2ar_human,001_006_001_002,Homo sapiens,A,2.6,2015-04-08,X-ray diffraction,Active,6.28,https://dx.doi.org/10.1124/MOL.114.097360,"[{'name': 'CGS-21680', 'type': 'small molecule', 'function': 'Agonist'}]",
6TQ9,ox1r_human,001_002_023_001,Homo sapiens,B,2.66,2020-01-01,X-ray diffraction,Inactive,-0.77,https://dx.doi.org/10.1021/ACS.JMEDCHEM.9B01787,"[{'name': 'SB-408124', 'type': 'small molecule', 'function': 'Antagonist'}]",
6LI1,gpr52_human,001_011_001_025,Homo sapiens,A,2.9,2020-02-26,X-ray diffraction,Intermediate,-1.84,https://dx.doi.org/10.1038/S41586-020-2019-0,[],
4S0V,ox2r_human,001_002_023_002,Homo sapiens,A,2.5,2015-01-14,X-ray diffraction,Inactive,-1.02,https://dx.doi.org/10.1038/NATURE14035,"[{'name': 'Suvorexant', 'type': 'small molecule', 'function': 'Antagonist'}]",
